post_id,platform,platform_post_id,post_url,created_at,day_of_week,post_hour,post_type,media_type,caption,hashtags,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,is_peak_hour,is_peak_day,has_video_content,is_impact_or_fundraising,engagement_per_follower,has_donation,log_donation_value
538,Facebook,fb_6725590786148036,https://facebook.com/lighthouse.ph/posts/6725590786148036,2024-03-22 08:16:00,Friday,8,EducationalContent,Photo,"What does freedom mean to a trafficking survivor? We asked Elena, and her answer will stay with you. https://lighthouse.ph/donate?utm_source=facebook",#SurvivorStrong,1,2,1,LearnMore,Education,Emotional,149,0,,0,,2647,1575,126,45,33,9,61,,0.0911,52,0,0.0,2479,,,,,0,0,0,0,3.674868898749496e-05,0,0.0
594,TikTok,tk_7468504857921366,https://tiktok.com/@lighthouse_ph/video/1936140937328411157,2024-05-12 05:00:00,Sunday,5,EducationalContent,Photo,"Did you know? Trafficked children are often moved across borders within 48 hours That's why education is SO important for at-risk girls. #ProtectChildren, #GiveHope, #ChildAbuse, #EndViolence","#ProtectChildren, #GiveHope, #ChildAbuse, #EndViolence",4,1,0,,Education,Emotional,191,0,,0,,475,268,3,1,1,0,3,,0.0256,1,0,0.0,930,,,,,0,0,0,0,2.7526881720430108e-05,0,0.0
20,Instagram,ig_2079495214663903,https://instagram.com/p/qvMpWNY0SbD,2026-01-10 15:08:00,Saturday,15,EventPromotion,Carousel,SAVE THE DATE! Join us on January 25 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=instagram,"#SurvivorStrong, #GiveHope",2,1,1,DonateNow,DonorImpact,Grateful,138,0,,0,,5343,3424,175,36,47,36,181,,0.0742,81,0,0.0,1782,,,,,0,0,0,0,4.163860830527497e-05,0,0.0
601,Twitter,tw_3816429542539975,https://twitter.com/lighthouse_ph/status/5192493140733472425,2025-11-10 04:14:00,Monday,4,ThankYou,Photo,A heartfelt thank you to everyone who donated this month. We see you. We appreciate you. #SafeHaven,#SafeHaven,1,0,1,ShareStory,SafehouseLife,Emotional,99,0,Year-End Hope,0,,1410,784,22,11,9,3,36,,0.0453,10,0,0.0,1228,,,,,0,1,0,0,3.688925081433225e-05,0,0.0
248,Twitter,tw_3471980320682292,https://twitter.com/lighthouse_ph/status/3541054140927951321,2025-08-02 18:40:00,Saturday,18,ThankYou,Reel,"Grateful. So grateful. For supporters like you who get it. Thank you. #ProtectChildren, #GiveHope","#ProtectChildren, #GiveHope",2,0,1,LearnMore,DonorImpact,Urgent,97,0,,0,,6979,4017,539,84,129,51,135,4157.0,0.1549,123,2,6999.78,1222,,,,,1,0,1,0,0.000126759410801964,1,8.853776850401177
243,Instagram,ig_5480134151660340,https://instagram.com/p/tNgyCGRoZCB,2023-06-23 03:22:00,Friday,3,ThankYou,Reel,"We couldn't do this without you. Thank you for standing with our girls. #SurvivorStrong, #DonateNow, #OSAEC, #HumanTrafficking","#SurvivorStrong, #DonateNow, #OSAEC, #HumanTrafficking",4,0,1,ShareStory,Gratitude,Informative,126,0,Back to School,0,,1732,1096,19,8,3,2,57,1703.0,0.0226,6,0,0.0,1782,,,,,0,0,1,0,1.2682379349046014e-05,0,0.0
52,Instagram,ig_3641730268356724,https://instagram.com/p/qWmDsiO0ZZP,2024-12-04 19:32:00,Wednesday,19,EducationalContent,Photo,Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. ,,0,0,0,,EventRecap,Grateful,99,0,,0,,830,511,44,13,5,4,7,,0.0954,14,0,0.0,1782,,,,,1,0,0,0,5.3535353535353534e-05,0,0.0
456,Instagram,ig_2326134935781101,https://instagram.com/p/HgNAWzCcfE6,2026-01-08 14:21:00,Thursday,14,EducationalContent,Carousel,"What does freedom mean to a trafficking survivor? We asked Elena, and her answer will stay with you. https://lighthouse.ph/donate?utm_source=instagram","#BreakTheCycle, #GiveHope, #OSAEC, #ChildAbuse",4,3,0,,DonorImpact,Hopeful,150,0,,0,,5884,3885,264,73,38,40,58,,0.0821,116,0,0.0,1796,,,,,0,0,0,0,4.571269487750557e-05,0,0.0
752,Twitter,tw_7012208504317312,https://twitter.com/lighthouse_ph/status/4910346074509368188,2025-05-01 06:47:00,Thursday,6,ThankYou,Text,Big thanks to Juan for the recent donation. You're making magic happen. ,,0,0,0,,Education,Celebratory,72,0,,0,,103,77,3,0,0,0,0,,0.0596,1,0,0.0,1228,,,,,0,0,0,0,4.853420195439739e-05,0,0.0
664,Facebook,fb_4751575943253930,https://facebook.com/lighthouse.ph/posts/4751575943253930,2023-05-21 10:03:00,Sunday,10,FundraisingAppeal,Video,"Bare walls. Full hearts. Empty wallets. We need P78,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=facebook","#EndTrafficking, #SpreadTheWord",2,0,1,SignUp,Reintegration,Grateful,143,0,Summer of Safety,1,2255.93,5108,3367,325,82,51,31,179,5397.0,0.1047,156,11,42151.09,2489,,,,,1,0,1,1,4.2065086380072316e-05,1,10.649039547016848
39,Instagram,ig_3825978586971445,https://instagram.com/p/ISXBI1Zu5yN,2025-12-01 11:13:00,Monday,11,ImpactStory,Photo,"From victim to survivor to LEADER. That's Gabriela's journey. This is why we do what we do. #YearEndHope, #ChildRights, #ChildAbuse","#YearEndHope, #ChildRights, #ChildAbuse",3,0,1,LearnMore,DonorImpact,Emotional,131,1,Year-End Hope,0,,2675,1869,266,59,108,22,60,,0.185,85,18,45343.2,1782,,,,,1,1,1,0,0.00010381593714927048,1,10.722037553207567
448,Facebook,fb_6880800975579000,https://facebook.com/lighthouse.ph/posts/6880800975579000,2025-07-14 18:53:00,Monday,18,Campaign,Video,"The Back to School campaign keeps our lights on and our girls safe. We've raised P113,000 of P198,000. Can we count on you? https://lighthouse.ph/donate?utm_source=facebook","#DonateNow, #BacktoSchool",2,0,1,LearnMore,Education,Informative,172,0,Back to School,0,,4513,3360,202,52,39,17,109,3986.0,0.0647,80,5,21324.41,2479,,,,,1,1,1,0,2.6099233561920125e-05,1,9.967654598435315
296,Instagram,ig_4639969703315533,https://instagram.com/p/62eO7JDlfgI,2023-02-18 14:30:00,Saturday,14,ImpactStory,Video,"Sometimes the most powerful thing we can do is simply listen. Elena shared her story with us last week, and we're so proud of her progress. Be the change","#DonateNow, #ChildAbuse, #ChildRights",3,2,0,,Education,Celebratory,153,1,,0,,3367,2367,405,106,131,24,40,2830.0,0.1535,153,16,20949.08,1782,,,,,0,0,1,0,8.61391694725028e-05,1,9.949897743958745
216,Twitter,tw_5298471860726919,https://twitter.com/lighthouse_ph/status/3521445679174246566,2025-08-27 08:06:00,Wednesday,8,ImpactStory,Text,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Share her story","#ProtectChildren, #DonateNow",2,0,0,,EventRecap,Informative,211,0,,0,,441,295,20,7,3,1,3,,0.0737,5,0,0.0,1222,,,,,0,0,1,0,6.031096563011457e-05,0,0.0
65,YouTube,yt_1776253447306412,https://youtube.com/watch?v=ooNz_Ybd6Al,2023-06-28 08:56:00,Wednesday,8,ThankYou,Video,"Grateful. So grateful. For supporters like you who get it. Thank you. #BeTheChange, #BacktoSchool, #Trending","#BeTheChange, #BacktoSchool, #Trending",3,2,1,SignUp,Reintegration,Emotional,108,0,,0,,6072,4182,266,106,87,34,145,5984.0,0.0874,132,1,1998.16,572,1908896.0,319.0,252.0,,0,0,1,0,0.0001527972027972028,1,7.600482371317379
185,Facebook,fb_1576391145171485,https://facebook.com/lighthouse.ph/posts/1576391145171485,2023-10-28 12:28:00,Saturday,12,Campaign,Video,"We set our goal at P59,000 for Back to School. We know it's ambitious, but our girls are worth it. Help us? https://lighthouse.ph/donate?utm_source=facebook",,0,0,1,ShareStory,CampaignLaunch,Informative,156,0,,0,,2986,1724,109,43,20,15,56,1393.0,0.0829,52,1,2970.22,2423,,,,,0,0,1,0,3.4213784564589354e-05,1,7.996727921862808
352,Instagram,ig_9577072059730354,https://instagram.com/p/--9ekP7nBg-,2024-02-29 12:22:00,Thursday,12,ImpactStory,Video,"We don't just provide shelter. We provide HOPE. Meet Camila, whose life changed because someone believed in her. Share her story",#GiveHope,1,0,0,,SafehouseLife,Informative,128,1,,0,,19706,11604,518,214,282,78,148,19661.0,0.0703,240,57,147191.88,1782,,,,,0,0,1,0,3.945005611672278e-05,1,11.89949911454185
315,Facebook,fb_7149412258503971,https://facebook.com/lighthouse.ph/posts/7149412258503971,2024-03-01 19:09:00,Friday,19,EducationalContent,Video,Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #SurvivorStrong,#SurvivorStrong,1,0,0,,DonorImpact,Emotional,114,0,,0,,10154,6330,477,144,176,62,89,8632.0,0.1335,143,4,19103.03,2479,,,,,1,0,1,0,5.385235982250908e-05,1,9.857654586542854
587,WhatsApp,wa_6755253168704329,https://whatsapp.com/channel/lighthouse_ph/6755253168704329,2024-08-27 20:47:00,Tuesday,20,ThankYou,Photo,We couldn't do this without you. Thank you for standing with our girls. ,,0,0,0,,Gratitude,Informative,72,0,,0,,419,317,11,5,2,2,4,,0.066,5,0,0.0,1543,,,,5.0,0,1,0,0,4.2773817239144527e-05,0,0.0
712,LinkedIn,li_8773729419203311,https://linkedin.com/feed/update/urn:li:activity:8102290785247164988,2024-07-26 18:54:00,Friday,18,EducationalContent,Text,"Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #ChildProtection, #BacktoSchool, #EndViolence","#ChildProtection, #BacktoSchool, #EndViolence",3,1,1,LearnMore,Gratitude,Celebratory,144,0,,0,,935,616,61,13,7,4,25,,0.0956,13,0,0.0,496,,,,,1,0,0,0,0.00019274193548387097,0,0.0
430,Facebook,fb_2748591610670994,https://facebook.com/lighthouse.ph/posts/2748591610670994,2024-11-30 23:46:00,Saturday,23,EventPromotion,Carousel,You're invited! Awareness Walk is happening December 17. We'd love to see you there. https://lighthouse.ph/donate?utm_source=facebook,"#ChildProtection, #GivingTuesday",2,0,0,,Education,Hopeful,133,0,,0,,3111,1874,54,10,11,9,22,,0.0406,21,0,0.0,2479,,,,,0,0,0,0,1.6377571601452198e-05,0,0.0
215,Facebook,fb_5406291945613451,https://facebook.com/lighthouse.ph/posts/5406291945613451,2024-03-26 10:16:00,Tuesday,10,FundraisingAppeal,Carousel,"We're P60,000 short of this month's operating costs. Our girls need meals, medicine, and school supplies every single day. Can you help close the gap? https://lighthouse.ph/donate?utm_source=facebook","#SafeHaven, #BeTheChange, #EndViolence, #ChildRights",4,0,1,DonateNow,DonorImpact,Grateful,199,0,,0,,4457,2716,254,42,60,46,93,,0.1232,114,8,32286.86,2479,,,,,1,1,0,1,4.969745865268253e-05,1,10.38244658716772
703,Facebook,fb_8783585029032110,https://facebook.com/lighthouse.ph/posts/8783585029032110,2024-06-17 16:14:00,Monday,16,ImpactStory,Reel,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Share her story",#MakeADifference,1,0,0,,CampaignLaunch,Urgent,211,1,,0,,4498,2672,121,45,69,14,44,2641.0,0.0677,52,12,59455.17,2489,,,,,0,1,1,0,2.7199678585777418e-05,1,10.992994681426689
466,Facebook,fb_6194042240678528,https://facebook.com/lighthouse.ph/posts/6194042240678528,2023-08-28 10:46:00,Monday,10,FundraisingAppeal,Video,"No budget, no meals. No meals, no hope. We're short P27,000 this month. Our girls can't wait. https://lighthouse.ph/donate?utm_source=facebook",#DonateNow,1,2,1,LearnMore,AwarenessRaising,Informative,142,0,,1,4966.98,27267,16001,1175,355,227,132,684,22602.0,0.1006,590,40,109748.86,2479,,,,,1,1,1,1,4.0580879386849534e-05,1,11.60595905531018
546,Instagram,ig_9154306599765821,https://instagram.com/p/GzQvJlubDJk,2025-09-23 16:17:00,Tuesday,16,FundraisingAppeal,Carousel,"The P206,000 we need each month covers so much: safety, healing, education, hope. We're 40% short. Help us? https://lighthouse.ph/donate?utm_source=instagram",#SpreadTheWord,1,0,1,LearnMore,SafehouseLife,Hopeful,157,0,,1,3925.68,19642,12942,772,114,132,107,417,,0.0728,159,12,59679.37,1833,,,,,0,1,0,1,3.971631205673759e-05,1,10.996758434590328
809,WhatsApp,wa_6461882964901520,https://whatsapp.com/channel/lighthouse_ph/6461882964901520,2024-01-18 04:48:00,Thursday,4,EventPromotion,Video,You're invited! Community Fair is happening January 27. We'd love to see you there. https://lighthouse.ph/donate?utm_source=whatsapp,,0,1,1,SignUp,AwarenessRaising,Emotional,132,0,,0,,887,506,12,2,4,1,21,862.0,0.0369,3,0,0.0,1543,,,,7.0,0,0,1,0,2.391445236552171e-05,0,0.0
480,TikTok,tk_1633642835811987,https://tiktok.com/@lighthouse_ph/video/5137067887391356552,2023-06-29 01:40:00,Thursday,1,ImpactStory,Reel,"Sometimes the most powerful thing we can do is simply listen. Ana shared her story with us last week, and we're so proud of her progress. Share her story","#BreakTheCycle, #MakeADifference, #Trending",3,0,1,LearnMore,AwarenessRaising,Informative,153,1,Back to School,1,2746.21,26578,14926,178,92,115,26,802,26684.0,0.018,53,28,40707.77,917,,,,,0,0,1,0,1.9629225736095965e-05,1,10.614198827333876
670,LinkedIn,li_5494795552500310,https://linkedin.com/feed/update/urn:li:activity:3184662388898126335,2023-04-07 11:12:00,Friday,11,ThankYou,Photo,"Thank you, David, for believing in our mission. Your support changes lives.","#HopeForGirls, #GiveHope, #ChildAbuse",3,3,1,ShareStory,CampaignLaunch,Emotional,75,0,Summer of Safety,0,,1665,1163,100,33,35,13,47,,0.1698,51,0,0.0,496,,,,,1,0,0,0,0.00034233870967741934,0,0.0
755,Facebook,fb_9403910963115813,https://facebook.com/lighthouse.ph/posts/9403910963115813,2025-08-07 22:41:00,Thursday,22,ImpactStory,Text,"What a year for Camila! Started the program unable to read, now top of her class. Your donations = transformed lives. #SafeHaven, #ChildRights, #OSAEC","#SafeHaven, #ChildRights, #OSAEC",3,2,0,,Gratitude,Grateful,150,0,,0,,1618,954,28,4,5,2,11,,0.043,10,0,0.0,2489,,,,,0,0,1,0,1.7276014463640015e-05,0,0.0
406,YouTube,yt_8267183518954737,https://youtube.com/watch?v=8xuy9es6vI5,2024-09-14 06:23:00,Saturday,6,ImpactStory,Video,"Sometimes the most powerful thing we can do is simply listen. Camila shared her story with us last week, and we're so proud of her progress. Donate now","#ChildProtection, #MakeADifference, #Reels",3,0,0,,Health,Urgent,151,1,,0,,8601,5245,196,106,148,30,65,10019.0,0.0634,98,15,34865.25,620,1252375.0,125.0,451.0,,0,0,1,0,0.00010225806451612903,1,10.459274591586638
27,Instagram,ig_2902017113713536,https://instagram.com/p/xVeK0NfrASn,2025-11-09 10:42:00,Sunday,10,EventPromotion,Carousel,Mark your calendar: Community Fair on November 23 - it's going to be special. https://lighthouse.ph/donate?utm_source=instagram,"#DonateNow, #YearEndHope",2,3,0,,AwarenessRaising,Grateful,127,0,Year-End Hope,1,2304.86,20860,14732,941,384,189,163,162,,0.0788,317,4,15689.17,1782,,,,,1,0,0,0,4.421997755331089e-05,1,9.660789680595085
692,Twitter,tw_8963509680741205,https://twitter.com/lighthouse_ph/status/9658633222622940164,2024-07-23 16:51:00,Tuesday,16,ImpactStory,Photo,"Stories like Ana's remind us why we fight. Thank you for standing with us. #HopeForGirls, #OSAEC, #HumanTrafficking","#HopeForGirls, #OSAEC, #HumanTrafficking",3,0,0,,Health,Informative,115,1,,0,,8417,4733,239,80,99,29,74,,0.0705,112,21,17486.05,1228,,,,,0,1,1,0,5.741042345276873e-05,1,9.769215885976456
522,TikTok,tk_2444754755880721,https://tiktok.com/@lighthouse_ph/video/6576830435166213597,2023-10-22 21:09:00,Sunday,21,EventPromotion,Reel,Community Fair is in 7 days and we're excited! Come support our girls. https://lighthouse.ph/donate?utm_source=tiktok,"#SpreadTheWord, #ChildAbuse, #ChildRights",3,0,0,,Gratitude,Emotional,117,0,,0,,8833,6741,717,429,338,102,118,8692.0,0.1822,329,6,6058.96,930,,,,,0,0,1,0,0.00019591397849462366,1,8.70945847838151
214,Facebook,fb_5565033944384602,https://facebook.com/lighthouse.ph/posts/5565033944384602,2026-02-22 00:38:00,Sunday,0,EventPromotion,Carousel,SAVE THE DATE! Join us on March 10 for Fundraiser Gala. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=facebook,"#HopeForGirls, #GiveHope, #ChildAbuse, #OSAEC",4,0,0,,SafehouseLife,Urgent,136,0,,1,4948.82,7737,5649,145,38,33,20,106,,0.0274,50,0,0.0,2479,,,,,0,0,0,0,1.1052843888664784e-05,0,0.0
420,Facebook,fb_8132519353144283,https://facebook.com/lighthouse.ph/posts/8132519353144283,2024-04-18 02:49:00,Thursday,2,EducationalContent,Photo,The statistics are heartbreaking. The solutions are hopeful. Read our latest blog: https://lighthouse.ph/donate?utm_source=facebook,"#OSAEC, #EndViolence",2,2,0,,Education,Hopeful,131,0,,0,,497,343,7,1,1,0,5,,0.0248,1,0,0.0,2479,,,,,0,0,0,0,1.00040338846309e-05,0,0.0
545,Facebook,fb_2915939069655388,https://facebook.com/lighthouse.ph/posts/2915939069655388,2024-08-26 11:07:00,Monday,11,ImpactStory,Photo,"What a year for Rosa! Started the program unable to read, now top of her class. Your donations = transformed lives. #SpreadTheWord, #HumanTrafficking, #EndViolence","#SpreadTheWord, #HumanTrafficking, #EndViolence",3,0,0,,SafehouseLife,Informative,163,1,,0,,3089,2150,118,27,75,15,34,,0.0819,31,9,29285.92,2479,,,,,1,1,1,0,3.303751512706737e-05,1,10.284896278949448
74,Facebook,fb_5319465294325641,https://facebook.com/lighthouse.ph/posts/5319465294325641,2025-10-16 20:00:00,Thursday,20,FundraisingAppeal,Photo,"Bare walls. Full hearts. Empty wallets. We need P72,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=facebook",,0,0,1,LearnMore,Reintegration,Grateful,143,0,,0,,5285,3128,375,45,56,38,134,,0.1318,76,13,45013.32,2423,,,,,0,0,0,1,5.439537763103591e-05,1,10.714735940352726
46,Twitter,tw_3815783710187964,https://twitter.com/lighthouse_ph/status/3192723955452115966,2023-02-27 12:51:00,Monday,12,ThankYou,Text,We say 'thank you' but it never feels like enough. Your generosity is literally saving lives.,"#EndTrafficking, #SpreadTheWord, #EndViolence",3,0,1,SignUp,Education,Grateful,93,0,,0,,1430,1032,46,6,8,4,59,,0.0561,19,0,0.0,1041,,,,,0,1,0,0,5.389048991354466e-05,0,0.0
49,Instagram,ig_1454451336917157,https://instagram.com/p/4xRAogRzDSj,2024-02-04 20:57:00,Sunday,20,Campaign,Carousel,Join our GivingTuesday campaign! Every peso brings a girl closer to safety and dignity. https://lighthouse.ph/donate?utm_source=instagram,"#SurvivorStrong, #MakeADifference, #HumanTrafficking, #EndViolence",4,1,1,SignUp,Education,Grateful,137,0,,1,452.13,11068,7119,564,125,111,96,241,,0.1375,427,10,46822.26,1782,,,,,0,0,0,0,7.71604938271605e-05,1,10.754135366984906
682,TikTok,tk_1690990313029155,https://tiktok.com/@lighthouse_ph/video/9885359076154887836,2024-10-10 12:04:00,Thursday,12,ImpactStory,Video,"Sometimes the most powerful thing we can do is simply listen. Ana shared her story with us last week, and we're so proud of her progress. Be the change","#ProtectChildren, #ForYou",2,2,0,,SafehouseLife,Urgent,151,1,,0,,9021,5541,396,72,145,40,61,9322.0,0.0755,169,19,18012.31,930,,,,,0,0,1,0,8.118279569892473e-05,1,9.798866208068398
561,Instagram,ig_5564410925260230,https://instagram.com/p/8CSdPhvM78t,2024-07-07 10:47:00,Sunday,10,FundraisingAppeal,Video,"We're P43,000 short of this month's operating costs. Our girls need meals, medicine, and school supplies every single day. Can you help close the gap? https://lighthouse.ph/donate?utm_source=instagram",#BacktoSchool,1,1,1,SignUp,DonorImpact,Grateful,200,0,Back to School,0,,10207,6570,531,228,84,60,306,11861.0,0.1016,289,11,19243.95,1833,,,,,1,0,1,1,5.542825968357883e-05,1,9.86500396763705
731,Twitter,tw_2115012587275115,https://twitter.com/lighthouse_ph/status/3889769318092949675,2025-10-17 09:39:00,Friday,9,ImpactStory,Text,"It's not magic. It's medicine, school, safety, and LOVE. Gabriela's transformation started the day she arrived at our door. #GiveHope, #HumanTrafficking, #ChildAbuse","#GiveHope, #HumanTrafficking, #ChildAbuse",3,1,0,,AwarenessRaising,Hopeful,165,1,,1,959.57,1694,1163,133,28,55,9,13,,0.1172,43,6,12049.65,1228,,,,,1,0,1,0,9.543973941368077e-05,1,9.396873879372702
523,WhatsApp,wa_2523493497996589,https://whatsapp.com/channel/lighthouse_ph/2523493497996589,2023-02-09 04:28:00,Thursday,4,FundraisingAppeal,Text,"Bare walls. Full hearts. Empty wallets. We need P28,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=whatsapp",,0,1,1,LearnMore,AwarenessRaising,Informative,143,0,,0,,414,270,5,1,1,0,10,,0.0244,1,0,0.0,1543,,,,2.0,0,0,0,1,1.5813350615683733e-05,0,0.0
495,WhatsApp,wa_2433530312062938,https://whatsapp.com/channel/lighthouse_ph/2433530312062938,2023-09-19 08:00:00,Tuesday,8,FundraisingAppeal,Text,"This is hard to ask, but our reserve is gone. We're raising P77,000 to make sure our girls don't go without. https://lighthouse.ph/donate?utm_source=whatsapp",,0,1,1,DonateNow,Health,Hopeful,157,0,,0,,1082,634,46,20,13,6,26,,0.1168,33,4,10884.66,1543,,,,22.0,0,1,0,1,7.569669475048607e-05,1,9.29520160573035
507,Twitter,tw_7384414736684020,https://twitter.com/lighthouse_ph/status/4852754364565311181,2023-01-20 09:37:00,Friday,9,ImpactStory,Reel,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Be the change",,0,1,0,,AwarenessRaising,Grateful,209,1,,0,,4306,2622,123,36,84,16,33,3231.0,0.0825,57,12,39786.25,1228,,,,,1,0,1,0,6.718241042345277e-05,1,10.59130178819015
607,LinkedIn,li_1702584927342371,https://linkedin.com/feed/update/urn:li:activity:4917823608605962601,2023-09-07 10:12:00,Thursday,10,EventPromotion,Text,You're invited! Benefit Concert is happening September 20. We'd love to see you there. https://lighthouse.ph/donate?utm_source=linkedin,"#BreakTheCycle, #DonateNow",2,0,1,ShareStory,DonorImpact,Grateful,135,0,,0,,261,180,16,2,2,1,9,,0.1237,3,0,0.0,496,,,,,1,0,0,0,0.0002493951612903226,0,0.0
30,Instagram,ig_4302134751332998,https://instagram.com/p/lctjvo6X3am,2024-02-04 17:28:00,Sunday,17,EventPromotion,Video,SAVE THE DATE! Join us on February 12 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=instagram,"#EndTrafficking, #BeTheChange, #OSAEC, #EndViolence",4,0,0,,AwarenessRaising,Urgent,139,0,,0,,848,495,33,3,9,2,8,869.0,0.0761,8,0,0.0,1782,,,,,0,0,1,0,4.270482603815937e-05,0,0.0
749,YouTube,yt_1301315121561937,https://youtube.com/watch?v=Jf_mV4GLL5N,2023-04-30 22:48:00,Sunday,22,EventPromotion,Video,SAVE THE DATE! Join us on May 08 for Awareness Walk. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=youtube,"#MakeADifference, #SummerofSafety, #OSAEC, #HumanTrafficking",4,1,1,DonateNow,SafehouseLife,Informative,132,0,Summer of Safety,1,2497.87,7168,4224,121,45,20,16,199,3763.0,0.0377,26,0,0.0,620,293514.0,78.0,233.0,,0,0,1,0,6.080645161290322e-05,0,0.0
489,Instagram,ig_1915234801765670,https://instagram.com/p/4LUbV-aQ88j,2024-08-12 05:24:00,Monday,5,ImpactStory,Carousel,"Valentina's story: arrived to us with nothing but fear. Today she's learning, laughing, and dreaming of a future. #ProtectChildren, #ChildAbuse, #EndViolence","#ProtectChildren, #ChildAbuse, #EndViolence",3,0,1,DonateNow,EventRecap,Urgent,157,1,,0,,3708,2367,81,30,35,12,99,,0.0431,37,6,25287.75,1816,,,,,0,1,1,0,2.3733480176211453e-05,1,10.138114911791623
149,LinkedIn,li_2964209953626594,https://linkedin.com/feed/update/urn:li:activity:3990467148158229806,2023-06-10 02:57:00,Saturday,2,ThankYou,Text,"We couldn't do this without you. Thank you for standing with our girls. #BreakTheCycle, #BacktoSchool, #ChildAbuse","#BreakTheCycle, #BacktoSchool, #ChildAbuse",3,0,1,SignUp,SafehouseLife,Emotional,114,0,,1,474.01,666,483,13,4,4,1,19,,0.039,7,0,0.0,463,,,,,0,0,0,0,8.423326133909287e-05,0,0.0
180,Instagram,ig_7446724992178454,https://instagram.com/p/jJwvz8Z2Bp3,2025-06-09 21:59:00,Monday,21,ImpactStory,Reel,From victim to survivor to LEADER. That's Josefina's journey. This is why we do what we do. #GiveHope,#GiveHope,1,1,0,,Health,Celebratory,101,1,,0,,14686,10808,1873,638,808,140,196,10809.0,0.1936,354,101,214655.68,1782,,,,,0,1,1,0,0.00010864197530864197,1,12.276795193597081
162,LinkedIn,li_5985396501328412,https://linkedin.com/feed/update/urn:li:activity:4946313014459919260,2023-03-13 11:32:00,Monday,11,ThankYou,Photo,"A heartfelt thank you to everyone who donated this month. We see you. We appreciate you. #BreakTheCycle, #MakeADifference, #OSAEC","#BreakTheCycle, #MakeADifference, #OSAEC",3,0,0,,SafehouseLife,Informative,129,0,,1,2867.27,11331,6372,510,158,71,53,113,,0.0952,235,0,0.0,463,,,,,1,1,0,0,0.00020561555075593953,0,0.0
172,Twitter,tw_6103010523148671,https://twitter.com/lighthouse_ph/status/1423082949849990754,2024-01-19 17:47:00,Friday,17,EventPromotion,Text,Benefit Concert is in 3 days and we're excited! Come support our girls. https://lighthouse.ph/donate?utm_source=twitter,,0,2,1,DonateNow,CampaignLaunch,Emotional,119,0,,0,,1614,1209,208,63,67,19,38,,0.2091,73,1,1522.41,1222,,,,,0,0,0,0,0.00017111292962356794,1,7.328706522181289
808,Twitter,tw_1260274980842817,https://twitter.com/lighthouse_ph/status/7153177332188397284,2023-02-01 06:33:00,Wednesday,6,FundraisingAppeal,Carousel,URGENT: Our food budget is running low. 5 hungry girls are counting on us. Can you help? https://lighthouse.ph/donate?utm_source=twitter,"#SurvivorStrong, #GiveHope",2,1,1,DonateNow,Health,Hopeful,136,0,,0,,3448,1971,111,28,19,15,84,,0.0642,28,2,2677.48,1228,,,,,0,0,0,1,5.2280130293159604e-05,1,7.893004748427355
526,Facebook,fb_3272780276700982,https://facebook.com/lighthouse.ph/posts/3272780276700982,2026-01-21 14:34:00,Wednesday,14,ThankYou,Photo,"A heartfelt thank you to everyone who donated this month. We see you. We appreciate you. #BreakTheCycle, #SpreadTheWord, #EndViolence, #ChildAbuse","#BreakTheCycle, #SpreadTheWord, #EndViolence, #ChildAbuse",4,0,1,LearnMore,AwarenessRaising,Informative,146,0,,0,,2047,1408,70,11,13,7,69,,0.0531,19,0,0.0,2479,,,,,0,0,0,0,2.1419927390076645e-05,0,0.0
242,Instagram,ig_8610776177977597,https://instagram.com/p/HseBsci1qDZ,2025-03-25 08:40:00,Tuesday,8,ImpactStory,Carousel,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Change a life today","#HopeForGirls, #OSAEC, #ChildRights",3,0,0,,Gratitude,Emotional,215,1,,0,,6790,4466,182,91,140,42,82,,0.0772,116,27,84324.62,1782,,,,,0,1,1,0,4.3322109988776655e-05,1,11.34244101240801
